"EuclideanDistance","Mean_Distance","NN_1","NN_2","NN_3","NN_4","NN_5","Mean_NN"
3217.71567474209,0.397267626250854,0.169933960762433,0.173185906730489,0.174741792017683,0.174741792017683,0.175950787915836,0.173710847888825
3546.39162141664,0.437836436094055,0,0.0883883476483184,0.0883883476483184,0.0883883476483184,0.0883883476483184,0.0707106781186548
2998.92398806482,0.370252304153455,0,0.0487659849094171,0.0487659849094171,0.0487659849094171,0.0487659849094171,0.0390127879275336
3132.66794348536,0.386764104059509,0,0.0487659849094171,0.0487659849094171,0.0487659849094171,0.0487659849094171,0.0390127879275337
3244.95804147739,0.400607694582952,0,0.123623206158386,0.123623206158386,0.126831331068991,0.130951358026758,0.101005820282504
4102.89529041907,0.506519171706415,0.108785658644084,0.153846153846154,0.217571317288168,0.217571317288168,0.217571317288169,0.183069152870949
3504.17703136876,0.432625211710413,0.0883883476483184,0.133235333392731,0.133235333392731,0.143614066163451,0.152571495452099,0.130208915209866
3745.48017684262,0.462407409606714,0.177594055676432,0.182056210187459,0.182879059624658,0.182879059624658,0.187632446743056,0.182608166371253
3155.19125073502,0.38953805430058,0.0744322927564787,0.0744322927564787,0.0744322927564787,0.0744322927564787,0.0744322927564787,0.0744322927564787
3192.83648110036,0.394191180774669,0,0.0744322927564787,0.0744322927564787,0.0744322927564787,0.0744322927564787,0.0595458342051829
4897.29948348928,0.604612667602737,0.0257240820062005,0.0296956935458249,0.0394870783450803,0.0561195858084562,0.0584638227413648,0.0418980524893853
3144.71218671158,0.388245206216524,0.0961710585753195,0.0961710585753195,0.0986559997972228,0.0986559997972228,0.101681271855498,0.0982670777201166
3150.88004206474,0.38901413115564,0.0395613062588761,0.0395613062588761,0.0536738896167662,0.0536738896167662,0.0707534317333652,0.0514447646969299
3073.59874160268,0.379451272870035,0.0673435029701474,0.0784585255263084,0.0784585255263084,0.106104378073757,0.107285539265633,0.087530094272431
3342.0021670598,0.412585255138569,0.111905060413646,0.119031189483854,0.123076923076923,0.123076923076923,0.129175812490359,0.121253181708341
3692.87951296185,0.455919965437511,0,0.0883883476483184,0.0883883476483184,0.141924035923409,0.141924035923409,0.092124953428691
5185.1553558345,0.640168759650072,0.287399930343341,0.290144228736999,0.290144228736999,0.293543523950904,0.304536405726396,0.293153663498928
5994.28313152636,0.740029498971391,0,0,0.235702260395516,0.353553390593274,0.353553390593274,0.188561808316413
3724.11162269735,0.459765648755472,0,0.17950549357115,0.190451592272372,0.190451592272372,0.196338363124651,0.151349408248109
2849.40201870642,0.35177803353291,0.126159551047639,0.128300059819917,0.135384291999275,0.141057645362627,0.141057645362627,0.134391838718417
6186.82333536909,0.763796124197744,0,0,0,0.166666666666667,0.210662522117372,0.0754658377568076
2951.51324068405,0.364384800209277,0,0.058925565098879,0.058925565098879,0.0833333333333333,0.0833333333333333,0.0569035593728849
3098.02786323264,0.382488171849337,0.143645941580955,0.143645941580955,0.152488496108294,0.152488496108294,0.156697317820298,0.149793238639759
6177.22800121364,0.762628955494537,0,0.408248290463863,0.408248290463863,0.408248290463863,0.423098505881328,0.329568675454583
3357.98850858966,0.414568608476908,0.191852036321907,0.191852036321907,0.194103999601128,0.19647019686079,0.19647019686079,0.194149693193304
4432.32790836739,0.547195648586261,0.11653431646335,0.14142135623731,0.14142135623731,0.179531069619377,0.179531069619377,0.151687833635345
8257.41075199245,1.01945231841633,0,0,0,0,0.310513659574533,0.0621027319149067
6150.58580985956,0.759339114378882,0.235702260395516,0.235702260395516,0.281214566928993,0.343115916063297,0.424918292799399,0.304130659316544
3939.44562967362,0.486335498098051,0.179172672716297,0.179217533686417,0.181413691479949,0.185117387868915,0.186800424332393,0.182344342016794
3087.28921446856,0.381137368397111,0.135868346617072,0.143372087784044,0.14538179251655,0.14538179251655,0.146225264626683,0.143245856812179
3618.33050593082,0.446701210168511,0.16004601573669,0.163299316185545,0.180642741459512,0.180642741459512,0.180873765010753,0.173100915970402
3265.31155365181,0.403100233353972,0.0744322927564787,0.0744322927564787,0.115825056812538,0.115825056812538,0.147376671902034,0.105578274208013
3303.7988302815,0.407851770380743,0,0.0744322927564787,0.0968825680924239,0.0968825680924239,0.139509063041582,0.0815412983965817
2780.42034568119,0.343244355555386,0.0543928293220421,0.0543928293220421,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.067910977882663
4289.51480989275,0.529549572733636,0.164622573531021,0.164622573531021,0.195401684183679,0.203228381748045,0.214558856630482,0.18848681392485
3590.1873283241,0.443257486029118,0,0,0,0,0.0392156862745098,0.00784313725490196
3749.89251463596,0.462931590198002,0.0896375724712063,0.0896375724712063,0.0896375724712063,0.0896375724712063,0.11575486263809,0.094861030504583
5629.98875905965,0.695053763129065,0,0,0,0,0,0
3243.07954470683,0.400374807226014,0.0836486444960142,0.0836486444960142,0.140946519720884,0.140946519720884,0.145796229285918,0.118997311543943
3202.60760164917,0.395358645676569,0.118293653379005,0.121628074184179,0.12252171337332,0.132521633973757,0.132521633973757,0.125497341776803
3474.42187787403,0.428949521271687,0.101015254455221,0.149324505731959,0.158436235805849,0.165600330276709,0.165600330276709,0.147995331309289
3684.83754334164,0.454909766562872,0.0749961737622096,0.0915382270726861,0.117851130197758,0.117851130197758,0.117851130197758,0.104017558285634
3619.46667957676,0.446871031076307,0.0594761714133181,0.101686459543155,0.130930734141595,0.130930734141595,0.134119967493559,0.111428813346645
3029.1870243862,0.373949241810873,0.0300896502632573,0.0300896502632573,0.0781709213360998,0.081091383480351,0.081091383480351,0.0601065977646633
3806.84441506529,0.469998449023798,0.0785674201318386,0.0916245694581702,0.0993807989999906,0.0993807989999906,0.103934927410387,0.0945777030000755
3674.13740783568,0.453570492175281,0.0815934061687046,0.204124145231932,0.204124145231932,0.204124145231932,0.204124145231932,0.179617997419286
2865.42215741627,0.353744295004476,0.0673435029701474,0.0673435029701474,0.0673435029701474,0.0673435029701474,0.0673435029701474,0.0673435029701474
2895.07705364098,0.357398949486529,0.0673435029701474,0.0673435029701474,0.0673435029701474,0.0673435029701474,0.0952380952380952,0.0729224214237369
2981.12397096559,0.368030989838575,0.0673435029701474,0.0673435029701474,0.0673435029701474,0.0673435029701474,0.115924754702499,0.0770597533166176
2910.50263497457,0.359306659883895,0.0673435029701474,0.0673435029701474,0.0673435029701474,0.0673435029701474,0.0673435029701474,0.0673435029701474
4431.25344601951,0.547066240929998,0.136082763487954,0.136082763487954,0.157134840263677,0.157134840263677,0.157134840263677,0.148714009553388
4094.93188789154,0.505552210762037,0.112938487863156,0.117851130197758,0.117851130197758,0.117851130197758,0.144337567297406,0.122165889150767
3730.30026395823,0.460531829570588,0.117851130197758,0.123711603170868,0.152145154862546,0.162650012158089,0.166666666666667,0.144604913411185
4109.78927146293,0.507374679360997,0.25452460756367,0.25603819159562,0.262936879248872,0.289635786616379,0.294088677442811,0.27144482849347
3288.60346333172,0.406007097764788,0.135735169654659,0.153397399479671,0.159861050777091,0.160604018609905,0.164931799106008,0.154905887525467
3755.7209123808,0.463663070899356,0.228217732293819,0.228217732293819,0.228992667400849,0.235702260395516,0.235702260395516,0.231366530555904
2905.21771275779,0.358654850633696,0.0535887307270964,0.0588547919952965,0.0634620009603157,0.0634620009603157,0.0658230388297331,0.0610381126945515
3495.10300579027,0.431465481380932,0.0606060606060606,0.0606060606060606,0.112446421278768,0.113383557174968,0.113383557174968,0.092085131368165
3165.0295454464,0.390718740320951,0.0426762071416287,0.112366643743874,0.112366643743874,0.121212121212121,0.121212121212121,0.101966747410724
3151.82143039492,0.389087401391243,0.0392837100659193,0.103934927410387,0.112436539028209,0.117840654076114,0.121918815327513,0.0990829291816285
3267.78686078983,0.403408014217254,0.058925565098879,0.058925565098879,0.058925565098879,0.0705139860043539,0.0705139860043539,0.0635609334610689
3219.14471465501,0.397401488948786,0.0534401666683752,0.0543928293220421,0.0543928293220421,0.0543928293220421,0.0668832772901051,0.0567003863849213
4489.88715062695,0.55428371217529,0.0785674201318386,0.133333333333333,0.13393959390268,0.136082763487954,0.136082763487954,0.123601174868752
3236.61423501153,0.399569235691714,0,0,0.0523782800878924,0.0523782800878924,0.0740740740740741,0.0357661268499718
4057.64347601455,0.500942461312222,0.108785658644084,0.108785658644084,0.108785658644084,0.108785658644084,0.14676266733237,0.116381060381741
3575.114079725,0.441343186703201,0.133003967933928,0.133003967933928,0.15137586312421,0.15137586312421,0.155499191441541,0.144851770711563
3238.93547305117,0.399841181818175,0.0767038959526893,0.0767038959526893,0.0986192947963148,0.123743686707646,0.126339198076138,0.100421994297095
3443.5165995538,0.425100226048005,0.0986192947963148,0.142399266221453,0.142399266221453,0.151002361828892,0.151002361828892,0.137084510179401
3299.86672206888,0.407376589595298,0.0666666666666667,0.0666666666666667,0.0943274971455615,0.0943274971455615,0.0944911182523068,0.0832958891753526
3444.02404140527,0.425165451910052,0.053683744694688,0.053683744694688,0.0630383389686847,0.0630383389686847,0.065611332395978,0.0598110999445447
4065.79982371038,0.501936101138458,0,0.0648506269063878,0.0952380952380952,0.166253563632384,0.169091185129261,0.0990866941812257
4616.48592517594,0.569985126775553,0.0942809041582063,0.0942809041582063,0.0942809041582063,0.0942809041582063,0.103040205505508,0.0960327644276666
3826.49696699786,0.472437054326953,0.109957278066047,0.12624819542353,0.12624819542353,0.12624819542353,0.128564869306645,0.123453346728656
3965.16248356406,0.489559272279198,0.105234880934457,0.128564869306645,0.128564869306645,0.128564869306645,0.128564869306645,0.123898871632207
2934.28603804031,0.362246435696765,0,0.058925565098879,0.058925565098879,0.102062072615966,0.102062072615966,0.0643950550859379
2906.79599820496,0.358843606288937,0.0498422808511352,0.0671688297585932,0.0730736796802765,0.0993807989999907,0.108680500048216,0.0796292178676424
2897.00633780739,0.357644936141176,0.08,0.08,0.10770329614269,0.10770329614269,0.126491106406735,0.100379539738423
3809.96002884436,0.470360967178864,0.196782066206056,0.196782066206056,0.200040012004001,0.203747208987186,0.205508053590858,0.200571881398831
3065.89502674849,0.37848477208673,0.165779994281534,0.16578306206799,0.167123623000407,0.167123623000407,0.17197770599978,0.167557601670024
3077.89613229007,0.379972013839545,0,0.0343321747760329,0.0565685424949238,0.0734509450062697,0.0896642036795487,0.050803173191355
2918.36123606894,0.360290988777026,0.0707106781186548,0.0964653075232519,0.103413947049924,0.113038833052088,0.113038833052088,0.0993335197592012
4846.48033713881,0.598341402830425,0.0453088530287655,0.060702613257057,0.060702613257057,0.06748249899619,0.101015254455221,0.0670423665988581
2962.88089349715,0.365788595141729,0,0.0424083330098537,0.0581904980899137,0.0595238095238095,0.0595238095238095,0.0439292900294773
2930.62396108467,0.361811307057454,0.11415307338685,0.121336376171472,0.125358327189027,0.12846766215711,0.129811284290257,0.123825344638943
3978.20373905089,0.491129938395285,0.142857142857143,0.171692917879238,0.171692917879238,0.171692917879238,0.17291147765469,0.166169474829909
4493.21238665822,0.554741711839366,0,0,0.117851130197758,0.117851130197758,0.117851130197758,0.0707106781186548
8674.28697216424,1.07090526853843,0.202030508910442,0.282842712474619,0.349927106111883,0.404061017820884,0.408248290463863,0.329421927156338
3016.92197249618,0.372438681696525,0.152695394334664,0.156347191994114,0.156347191994114,0.156396536225103,0.156673179774877,0.155691898864575
3065.85876105653,0.378475888707904,0.0500302730071849,0.0500302730071849,0.0500302730071849,0.0500302730071849,0.0505081916084579,0.0501258567274395
3020.78050759068,0.372922381763868,0.122493936259188,0.136533671691297,0.149735543539542,0.149865790566416,0.149971162164494,0.141720020844187
3298.79379841233,0.40722721624902,0.144230610952746,0.153050726103386,0.154084259744777,0.159022470799368,0.160407801042919,0.154159173728639
3660.02048546157,0.451834940434773,0.119476739820036,0.176776695296637,0.176776695296637,0.205066986947686,0.205066986947686,0.176632820861737
4168.78622645111,0.514646702850196,0.155830794146884,0.164574931375617,0.203062965361079,0.203062965361079,0.204509503598812,0.186208231968694
3451.05837874723,0.426022325766546,0,0,0.117851130197758,0.117851130197758,0.117851130197758,0.0707106781186548
3387.36135571633,0.418193523236112,0,0,0,0.117851130197758,0.117851130197758,0.0471404520791032
3408.03084851041,0.420757393889931,0.188230813105261,0.192930615046504,0.20032173276179,0.20138409955991,0.20138409955991,0.196850272006675
2912.68108020442,0.359586249643569,0.0565685424949238,0.0565685424949238,0.0565685424949238,0.0615858476856549,0.08,0.0622582950340853
2925.9787804254,0.361226954552684,0.0565685424949238,0.08,0.08,0.102328283014648,0.113137084989848,0.0864067820998839
2988.84592761434,0.368998729422342,0.130839125812722,0.132834331726393,0.132834331726393,0.134821562081829,0.140468227424749,0.134359515754417
3408.5799888463,0.420836124350414,0.129592506292126,0.134927964320061,0.155008960314486,0.156009258984488,0.156861580878033,0.146480054157839
3299.69629506924,0.407374524357267,0.0388552185099312,0.115988165076743,0.1296531082961,0.141456675076641,0.141456675076641,0.113481968407211
4094.05699505392,0.505444913423028,0.0831890330807703,0.0831890330807703,0.0924655388425268,0.0924655388425268,0.096547271370387,0.0895712830433962
3549.95583739253,0.438277092038537,0.179034034740794,0.198587019731672,0.204121808686139,0.210526315789474,0.210526315789474,0.20055909894751
3087.54092589639,0.381199040744864,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.106499554034051,0.106499554034051,0.0947737346570987
3124.38967184616,0.385740682729169,0.15785574567301,0.164991582276861,0.16996731711976,0.16996731711976,0.16996731711976,0.16654985586183
3832.78364803887,0.473190433544353,0,0.14142135623731,0.14142135623731,0.147196014438797,0.147196014438797,0.115446948270443
3330.36252185364,0.411158646877363,0.0883883476483184,0.132432115840994,0.15737266745717,0.15737266745717,0.16349425647657,0.139812010976045
2986.10914716679,0.368655681913843,0.0742269619025206,0.0742269619025206,0.0742269619025206,0.0742269619025206,0.0857099128710967,0.0765235520962358
2814.18422659361,0.347434080388231,0.110374005177813,0.110374005177813,0.121967179885905,0.121967179885905,0.12258075569463,0.117452625164413
3451.13565697577,0.426075282214392,0.0673435029701474,0.0673435029701474,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0840802583309161
4676.64661047553,0.577368922488467,0.0453088530287655,0.0774554229076575,0.0774554229076575,0.082234228280746,0.082234228280746,0.0729376310811145
5065.24284883377,0.625340921806524,0.06748249899619,0.0836769774029338,0.0836769774029338,0.100412372883521,0.109681028960546,0.0889859711292249
5453.21622459847,0.67323733070691,0.0918136812578371,0.0918136812578371,0.100412372883521,0.131233464566863,0.131233464566863,0.109301332906584
3497.99846250947,0.431850577290184,0.101015254455221,0.101015254455221,0.194707467069001,0.194707467069001,0.209512922691622,0.160191673148013
4813.34421108773,0.594230762479428,0.0976809552383937,0.0976809552383937,0.124642689846632,0.124642689846632,0.125277469819774,0.113984951997965
4302.48170168926,0.53116727455691,0.163116727642973,0.163767894813506,0.170922670781185,0.171426290807672,0.17834961593221,0.169516639995509
4490.25160580198,0.554343498732871,0,0,0.117851130197758,0.117851130197758,0.117851130197758,0.0707106781186548
4000.80070671541,0.493917213551075,0.117851130197758,0.117851130197758,0.117851130197758,0.117851130197758,0.117851130197758,0.117851130197758
4956.52855580885,0.611907812265454,0.117851130197758,0.117851130197758,0.117851130197758,0.117851130197758,0.117851130197758,0.117851130197758
5051.86782630786,0.623685025840474,0.102062072615966,0.155902391115581,0.176776695296637,0.176776695296637,0.176776695296637,0.157658909924291
3244.67787501844,0.400583450791764,0.0654745894934779,0.0654745894934779,0.142857142857143,0.147080430585529,0.147080430585529,0.113593436603031
3749.87130211501,0.462953198221813,0.108785658644084,0.108785658644084,0.108785658644084,0.108785658644084,0.114828756022168,0.109994278119701
4172.36304969377,0.515100752738057,0.232898549804381,0.237474536098619,0.237474536098619,0.251756239909928,0.251976315339485,0.242316035450206
2864.45299068876,0.353642790198475,0.0543928293220421,0.0543928293220421,0.0543928293220421,0.0543928293220421,0.0543928293220421,0.0543928293220421
2806.86504452248,0.346523486672209,0.0543928293220421,0.0543928293220421,0.0543928293220421,0.0543928293220421,0.0543928293220421,0.0543928293220421
3366.87630107609,0.415673190253188,0.101015254455221,0.174963553055941,0.195615199108988,0.195615199108988,0.195615199108988,0.172564880967625
2932.60245916398,0.362040411976256,0.0471404520791032,0.113221464801633,0.114832092857554,0.114832092857554,0.114832092857554,0.10097163909068
3671.20752467703,0.453220124380773,0.17152677128538,0.209637613500256,0.213770159342497,0.220572442744683,0.223896099195311,0.207880617213625
2946.12809604213,0.363720408209152,0.0869565217391304,0.106499554034051,0.106499554034051,0.112494019538116,0.112494019538116,0.104988733776693
3288.59885706982,0.405996197188302,0.0543928293220421,0.0543928293220421,0.0543928293220421,0.16445956421164,0.172005229038445,0.0999286562432424
2820.97503242862,0.348274115631521,0.045619792334616,0.045619792334616,0.0790157981542961,0.0912395846692319,0.0912395846692319,0.0705469104323984
3026.63679983304,0.373659613642516,0.0543928293220421,0.112773154395892,0.146888840151139,0.158126876712103,0.158126876712103,0.126061715458656
3216.84245674235,0.397124170289263,0.0543928293220421,0.0543928293220421,0.147887393686347,0.147887393686347,0.153103036952428,0.111532696593841
2869.3575413663,0.35424815297829,0.045619792334616,0.045619792334616,0.0988503431756343,0.101755727700278,0.102008956779625,0.078770922464954
3005.30058225478,0.371019573256423,0.0392837100659193,0.0392837100659193,0.0680413817439772,0.0680413817439772,0.0785674201318386,0.0586435207503263
3063.74781020401,0.378228147792574,0.106499554034051,0.163847870793932,0.167996514857236,0.167996514857236,0.169815868255977,0.155231264559686
3771.41023931961,0.465609299677292,0,0,0.0749350642691531,0.0890870806374748,0.101015254455221,0.0530074798723698
3492.55950581079,0.431168580913664,0.140545673785261,0.143651137912403,0.150450737918385,0.150450737918385,0.153002613212021,0.147620180149291
4121.49522748983,0.508823184128569,0,0.2,0.229336337524917,0.229336337524917,0.237061905643733,0.179146916138713
3435.7912440954,0.42417111651101,0.14142135623731,0.14142135623731,0.184525301183495,0.197839897391805,0.2,0.173041582209984
2941.09018394381,0.363101856334127,0.0428549564355483,0.0606060606060606,0.0606060606060606,0.0742269619025206,0.0742269619025206,0.0625042002905421
4199.99757754892,0.51851028185861,0,0,0,0,0,0
4199.99757754892,0.518532522931395,0,0,0,0,0,0
4199.99757754892,0.518536326290648,0,0,0,0,0,0
4401.34123148221,0.543374300615362,0.117851130197758,0.117851130197758,0.117851130197758,0.117851130197758,0.117851130197758,0.117851130197758
2759.92960457508,0.340749792461559,0.0923902743686642,0.0970995452884305,0.100775108131201,0.100775108131201,0.100775108131201,0.0983630288101393
2967.05060832933,0.366286125723299,0.0765465544619743,0.0765465544619743,0.0813857561514779,0.0883883476483184,0.0883883476483184,0.0822511120744127
3159.86184673945,0.390098103373018,0.058925565098879,0.058925565098879,0.058925565098879,0.058925565098879,0.058925565098879,0.058925565098879
3253.90076403499,0.401710784036272,0.058925565098879,0.058925565098879,0.102062072615966,0.102062072615966,0.117851130197758,0.0879652811254895
4038.65623760911,0.498613171469561,0.0689706056551952,0.0883883476483184,0.0883883476483184,0.0883883476483184,0.0883883476483184,0.0845047992496938
3559.39260522576,0.439411135333979,0.0716330020468814,0.0716330020468814,0.0716330020468814,0.0883883476483184,0.0883883476483184,0.0783351402874563
3466.77812483378,0.427996099044924,0,0,0.0576923076923077,0.0576923076923077,0.0716330020468814,0.0374035234862994
3038.19850836704,0.375080815183147,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0532497770170256,0.0454325640990573
3838.64257479197,0.473891190067192,0.108785658644084,0.108785658644084,0.108785658644084,0.147714341305166,0.147714341305166,0.124357131708517
4085.34019489822,0.504359015435242,0.108785658644084,0.153846153846154,0.153846153846154,0.18490006540841,0.188422287906398,0.15796006393024
2854.33024596806,0.352397152225979,0.058925565098879,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0784517796864425
2899.87447579883,0.358016392992214,0.0689655172413793,0.0844651635442475,0.0844651635442475,0.0844651635442475,0.0844651635442475,0.0813652342836739
3106.53198295039,0.383522607339438,0.115060370627288,0.136509868199018,0.136509868199018,0.144337567297406,0.144337567297406,0.135351048324028
2899.69123081966,0.357996615526864,0.0714285714285714,0.0714285714285714,0.125762977583279,0.125762977583279,0.141423490947624,0.107161317794265
3442.85794130011,0.425051297889919,0.204209018535954,0.204209018535954,0.206809291625142,0.206809291625142,0.20976176963403,0.206359677991245
2821.56543951754,0.348360292076496,0.058925565098879,0.058925565098879,0.0920446751432272,0.0976308302173336,0.102062072615966,0.0819177416348569
3041.41874981902,0.375509047644553,0.0930705727890098,0.0930705727890098,0.096590236670856,0.096590236670856,0.105886222731161,0.0970415683301786
3101.12322135565,0.382864133277806,0.113076361157976,0.114597165270638,0.116508735798423,0.12094840119731,0.12094840119731,0.117215812924331
3038.34373899332,0.3751158576068,0.0917433387183241,0.0977823528642033,0.0980330020488076,0.0980330020488076,0.0998382463660488,0.0970859884092383
3205.47214873238,0.395751998703118,0.125309083359491,0.151916853583914,0.151916853583914,0.154612376061342,0.159211044503422,0.148593242218417
3020.95488883694,0.372973075892367,0.108489776884953,0.108489776884953,0.108489776884953,0.119596000793892,0.12211116842911,0.113435299975572
3007.22874338153,0.371279778492611,0.08,0.0894427190999916,0.089581211135091,0.0909545340965874,0.0916334775880302,0.08832238838394
3005.12009389982,0.370968331828578,0.0662024254806264,0.101125875318215,0.101125875318215,0.101125875318215,0.108108108108108,0.0955376319086757
6309.12183381921,0.77891655956448,0.060702613257057,0.060702613257057,0.103537137999402,0.281214566928993,0.320075643221227,0.165246514932747
