"predictions","NN_5","Activity","bin_NN"
"Positive",0.289266934957496,"Positive",4
"Positive",0.432047407718143,"Positive",4
"Positive",0.113980869654424,"Positive",1
"Positive",0.171957206608098,"Positive",2
"Positive",0.190409860866238,"Positive",2
"Positive",0.185024699117833,"Positive",2
"Positive",0.118691914807293,"Positive",1
"Positive",0.105880720497312,"Positive",1
"Positive",0.230809387445338,"Positive",3
"Positive",0.0667886679742334,"Positive",1
"Positive",0.217326746978516,"Positive",2
"Positive",0.270492157568972,"Positive",3
"Positive",0.187525231975862,"Positive",2
"Positive",0.255987791834096,"Positive",3
"Positive",0.155544420817139,"Positive",2
"Positive",0.111689580259179,"Positive",1
"Positive",0.185031729773097,"Positive",2
"Positive",0.179328906507311,"Positive",2
"Positive",0.230533337298574,"Positive",3
"Positive",0.231365298080415,"Positive",3
"Positive",0.120249530270862,"Positive",1
"Positive",0.148697381058862,"Positive",2
"Positive",0.187445953516804,"Positive",2
"Positive",0.374542338562568,"Positive",4
"Positive",0.312892393169682,"Positive",4
"Positive",0.0948684290179876,"Positive",1
"Positive",0.185492644974905,"Positive",2
"Positive",0.125193045972254,"Positive",1
"Positive",0.0820323312733785,"Positive",1
"Positive",0.231227995823426,"Positive",3
"Positive",0.310300243815086,"Positive",4
"Positive",0.132043148616844,"Positive",1
"Positive",0.615153321145651,"Positive",4
"Positive",0.290734710614946,"Positive",4
"Positive",0.0936036271396156,"Positive",1
"Positive",0.264644015192585,"Positive",3
"Positive",0.287872542434725,"Positive",4
"Negative",0.329839204434183,"Positive",4
"Positive",0.347720060133823,"Positive",4
"Positive",0.132043148616844,"Positive",1
"Positive",0.0880287657445628,"Positive",1
"Positive",0.367592708957294,"Positive",4
"Positive",0.116259404131612,"Positive",1
"Positive",0.161353615520033,"Positive",2
"Positive",0.250899213228833,"Positive",3
"Positive",0.273532768673366,"Positive",3
"Positive",0.21191306346378,"Positive",2
"Positive",0.167262916342763,"Positive",2
"Positive",0.374518468969398,"Positive",4
"Positive",0.176977829420634,"Positive",2
"Positive",0.311010556747521,"Positive",4
"Positive",0.215582412068731,"Positive",2
"Positive",0.261081050767908,"Positive",3
"Positive",0.142897947395958,"Positive",1
"Positive",0.219327757174084,"Positive",3
"Positive",0.157009129906829,"Positive",2
"Positive",0.136201698482416,"Positive",1
"Positive",0.166169921195121,"Positive",2
"Positive",0.204106261303068,"Positive",2
"Positive",0.299137463639791,"Positive",4
"Positive",0.212852320995921,"Positive",2
"Positive",0.316550646712719,"Positive",4
"Positive",0.132043148616844,"Positive",1
"Positive",0.220071914361407,"Positive",3
"Positive",0.220071914361407,"Positive",3
"Positive",0.294407852219575,"Positive",4
"Positive",0.212121216064467,"Positive",2
"Positive",0.205400247871905,"Positive",2
"Positive",0.452494207840936,"Positive",4
"Positive",0.101571652782188,"Positive",1
"Positive",0.101571652782188,"Positive",1
"Positive",0.322242846906665,"Positive",4
"Positive",0.188551623337064,"Positive",2
"Positive",0.388190468025768,"Positive",4
"Positive",0.196053033940751,"Positive",2
"Positive",0.186603986250373,"Positive",2
"Positive",0.13173733340604,"Positive",1
"Positive",0.235404132333023,"Positive",3
"Positive",0.208273047633136,"Positive",2
"Positive",0.147094624156656,"Positive",2
"Positive",0.109509275428762,"Positive",1
"Positive",0.28987453495836,"Positive",4
"Positive",0.0989846898490592,"Positive",1
"Positive",0.275661808158445,"Positive",3
"Positive",0.334533955851185,"Positive",4
"Negative",0.323133025514272,"Positive",4
"Positive",0.116718600750679,"Positive",1
"Positive",0,"Positive",1
"Positive",0,"Positive",1
"Positive",0,"Positive",1
"Positive",0.220071914361407,"Positive",3
"Positive",0.183680377237871,"Positive",2
"Positive",0.153593433191488,"Positive",2
"Positive",0.110035957180703,"Positive",1
"Positive",0.164263913143144,"Positive",2
"Positive",0.157801905780623,"Positive",2
"Positive",0.146280856669781,"Positive",1
"Positive",0.0698462967956191,"Positive",1
"Positive",0.0848395033535036,"Positive",1
"Positive",0.232221040168757,"Positive",3
"Positive",0.294970218812882,"Positive",4
"Positive",0.146498665831065,"Positive",1
"Positive",0.151939169706946,"Positive",2
"Positive",0.252750773501353,"Positive",3
"Positive",0.200110056754667,"Positive",2
"Positive",0.38535030853188,"Positive",4
"Positive",0.152970906528388,"Positive",2
"Positive",0.181212718785297,"Positive",2
"Positive",0.218885540600245,"Positive",3
"Positive",0.18129566760232,"Positive",2
"Positive",0.277478877133393,"Positive",3
"Positive",0.211825916135843,"Positive",2
"Positive",0.164930765279968,"Positive",2
"Positive",0.17840430984766,"Positive",2
"Positive",0.30857673423901,"Positive",4
"Positive",0.351530292216851,"Positive",4
"Positive",0.116672456626824,"Positive",1
"Positive",0.266403624670277,"Positive",3
"Positive",0.0649918005508876,"Positive",1
"Positive",0.07493617563735,"Positive",1
"Positive",0.314908362168723,"Positive",4
"Positive",0.29870466523663,"Positive",4
"Positive",0.249777645859488,"Positive",3
"Positive",0.260587081662757,"Positive",3
"Positive",0.138106536227991,"Positive",1
"Positive",0.282638621522002,"Positive",3
"Positive",0.214217785067657,"Positive",2
"Positive",0.262821402535404,"Positive",3
"Positive",0.137151916269459,"Positive",1
"Positive",0.186416783823471,"Positive",2
"Positive",0.136764167089126,"Positive",1
"Positive",0.222690064949447,"Positive",3
"Positive",0.318525557226785,"Positive",4
"Positive",0.389495499938793,"Positive",4
"Positive",0.146591213149582,"Positive",2
"Positive",0.118261125886702,"Positive",1
"Positive",0.168505857267206,"Positive",2
"Positive",0.230805055487096,"Positive",3
"Positive",0.187703960127352,"Positive",2
"Positive",0.0174412951820529,"Positive",1
"Positive",0.290846405355153,"Positive",4
"Positive",0.135377687908722,"Positive",1
"Positive",0.176867139073195,"Positive",2
"Positive",0.111194230414185,"Positive",1
"Positive",0.183920784138083,"Positive",2
"Positive",0.197594926601994,"Positive",2
"Positive",0.388545597376688,"Positive",4
"Positive",0.119889166898363,"Positive",1
"Positive",0.123136619045649,"Positive",1
"Positive",0.105634518893475,"Positive",1
"Positive",0.105634518893475,"Positive",1
"Positive",0.105634518893475,"Positive",1
"Positive",0.105634518893475,"Positive",1
"Positive",0.145545070584237,"Positive",1
"Positive",0.155614342993656,"Positive",2
"Positive",0.218172140060808,"Positive",3
"Positive",0.240078452030626,"Positive",3
"Positive",0.259967202203551,"Positive",3
"Positive",0.32069078218289,"Positive",4
"Positive",0.146591213149582,"Positive",2
"Positive",0.32438750894881,"Positive",4
"Positive",0.0362685664485763,"Positive",1
"Positive",0.124208779238604,"Positive",1
"Positive",0.218353327384759,"Positive",3
"Positive",0.300536943440125,"Positive",4
"Positive",0.284537136288393,"Positive",3
"Positive",0.429360209318777,"Positive",4
"Positive",0.440143828722814,"Positive",4
"Positive",0.408750698255373,"Positive",4
"Positive",0.440143828722814,"Positive",4
"Positive",0.440143828722814,"Positive",4
"Positive",0.146714609574271,"Positive",2
"Positive",0.144059232421156,"Positive",1
"Positive",0.163229082518702,"Positive",2
"Positive",0.130234432386811,"Positive",1
"Positive",0.185621252012727,"Positive",2
"Positive",0.200731778030022,"Positive",2
"Positive",0.0586858438297085,"Positive",1
"Positive",0.311189382561785,"Positive",4
"Positive",0.0978204933031048,"Positive",1
"Positive",0.0779732784989508,"Positive",1
"Positive",0,"Positive",1
"Positive",0.328554127788245,"Positive",4
"Positive",0.20132710469986,"Positive",2
"Positive",0.23108450345786,"Positive",3
"Positive",0.18382624984778,"Positive",2
"Positive",0.232018940947414,"Positive",3
"Positive",0.150521172178183,"Positive",2
"Positive",0.229552659094754,"Positive",3
"Positive",0.183177318224633,"Positive",2
"Positive",0.269841982456579,"Positive",3
"Positive",0.151475331793185,"Positive",2
"Positive",0.162252358021966,"Positive",2
"Positive",0.173332299633454,"Positive",2
"Positive",0.176057531489126,"Positive",2
"Positive",0.176057531489126,"Positive",2
"Positive",0.287984723540204,"Positive",4
"Positive",0.220071914361407,"Positive",3
"Positive",0.220071914361407,"Positive",3
"Positive",0.219886819724373,"Positive",3
"Positive",0.132043148616844,"Positive",1
"Positive",0.220071914361407,"Positive",3
"Positive",0.220071914361407,"Positive",3
"Positive",0.220071914361407,"Positive",3
"Positive",0.132043148616844,"Positive",1
"Positive",0.132043148616844,"Positive",1
"Positive",0.132043148616844,"Positive",1
"Positive",0.36845428341739,"Positive",4
"Positive",0.104982731415708,"Positive",1
"Positive",0.118375308628102,"Positive",1
"Positive",0.179300027739877,"Positive",2
"Positive",0.0914165352196721,"Positive",1
"Positive",0.340138222787699,"Positive",4
"Positive",0.305154698342843,"Positive",4
"Positive",0.223705420281334,"Positive",3
"Positive",0.192907708032989,"Positive",2
"Positive",0.131665821323247,"Positive",1
"Positive",0.317904604783035,"Positive",4
"Positive",0.333469977905473,"Positive",4
"Positive",0.115826411019627,"Positive",1
"Positive",0.146498665831065,"Positive",1
"Positive",0.115445035454333,"Positive",1
"Positive",0.0999149008498,"Positive",1
"Positive",0.106544484240775,"Positive",1
"Positive",0.0932853174588251,"Positive",1
"Positive",0.1092905475942,"Positive",1
"Positive",0.110089017359704,"Positive",1
"Positive",0.0665517551745366,"Positive",1
"Positive",0.0832004182740872,"Positive",1
"Positive",0.0891132899471189,"Positive",1
"Positive",0.12575537963509,"Positive",1
"Positive",0.167427046664075,"Positive",2
"Positive",0.0621825529415277,"Positive",1
"Positive",0.192949928439569,"Positive",2
"Positive",0.290441407346237,"Positive",4
"Positive",0.301896406284195,"Positive",4
"Positive",0.316914044030322,"Positive",4
"Positive",0.352045290266868,"Positive",4
"Positive",0.43579874173848,"Positive",4
"Positive",0.412058629770736,"Positive",4
"Positive",0.340418255412473,"Positive",4
"Positive",0.151067323994579,"Positive",2
"Positive",0.235073321836202,"Positive",3
"Positive",0.229890031568417,"Positive",3
"Positive",0.20860361654315,"Positive",2
"Positive",0.192112191168157,"Positive",2
"Positive",0.146786137276171,"Positive",2
"Positive",0.181006021172222,"Positive",2
"Positive",0.245900085331299,"Positive",3
"Positive",0.229500504861553,"Positive",3
"Positive",0.285221537231718,"Positive",3
"Positive",0.220071914361407,"Positive",3
"Positive",0.110089017359704,"Positive",1
"Positive",0.369423169114277,"Positive",4
"Positive",0.258928544899053,"Positive",3
"Positive",0.220684015112306,"Positive",3
"Positive",0.280463324281108,"Positive",3
"Positive",0.262078201101053,"Positive",3
"Positive",0.323707355701216,"Positive",4
"Positive",0.288931999037811,"Positive",4
"Positive",0.214952896425033,"Positive",2
"Positive",0.552392471134596,"Positive",4
"Positive",0.105912563860706,"Positive",1
"Positive",0.122118212149756,"Positive",1
"Positive",0.181381795285746,"Positive",2
"Positive",0.195619479432362,"Positive",2
"Positive",0.259981597688181,"Positive",3
"Positive",0.180727751738079,"Positive",2
"Positive",0.205944111573971,"Positive",2
"Positive",0.366780090314487,"Positive",4
"Positive",0.110035957180703,"Positive",1
"Positive",0.139317018426653,"Positive",1
"Positive",0.0146460558111676,"Positive",1
"Positive",0.14287938164286,"Positive",1
"Positive",0.168765202787647,"Positive",2
"Positive",0.367662708204121,"Positive",4
"Positive",0.210249139192547,"Positive",2
"Positive",0.524832831533176,"Positive",4
"Positive",0.246564158238276,"Positive",3
"Positive",0.12717206178824,"Positive",1
"Positive",0.291038261199683,"Positive",4
"Positive",0.301781791731182,"Positive",4
"Positive",0.0697361205202993,"Positive",1
"Positive",0.0697361205202993,"Positive",1
"Positive",0.201719688547136,"Positive",2
"Positive",0.14938976927391,"Positive",2
"Positive",0.105634518893475,"Positive",1
"Positive",0.0688920775392231,"Positive",1
"Positive",0.220071914361407,"Positive",3
"Positive",0.0910642404254098,"Positive",1
"Positive",0.156495583545889,"Positive",2
"Positive",0.156495583545889,"Positive",2
"Positive",0.230330657120823,"Positive",3
"Positive",0.0880287657445628,"Positive",1
"Positive",0.180347307695394,"Positive",2
"Positive",0.233954145460429,"Positive",3
"Positive",0.0930631614625962,"Positive",1
"Positive",0.0863820567109923,"Positive",1
"Positive",0.0951695379454376,"Positive",1
"Positive",0.0930631614625962,"Positive",1
"Positive",0.0863820567109923,"Positive",1
"Positive",0.301594838853511,"Positive",4
"Positive",0.233061335394263,"Positive",3
"Positive",0.121885983338625,"Positive",1
"Positive",0.225173897447773,"Positive",3
"Positive",0.134974056062908,"Positive",1
"Positive",0.344211540617883,"Positive",4
"Positive",0.180033492368457,"Positive",2
"Positive",0.078239254930193,"Positive",1
"Positive",0.138992788017731,"Positive",1
"Positive",0.171023082007846,"Positive",2
"Positive",0.111194230414185,"Positive",1
"Positive",0.138992788017731,"Positive",1
"Positive",0.146714609574271,"Positive",2
"Positive",0.162227318026463,"Positive",2
"Positive",0.175910918057204,"Positive",2
"Positive",0.188633069452635,"Positive",2
"Positive",0,"Positive",1
"Positive",0.234743375318834,"Positive",3
"Positive",0.293429219148543,"Positive",4
"Positive",0.2299380489956,"Positive",3
"Positive",0.223816727162777,"Positive",3
"Positive",0.223816727162777,"Positive",3
"Positive",0.155197392284405,"Positive",2
"Positive",0.245856536641115,"Positive",3
"Positive",0.242304499312454,"Positive",3
"Positive",0.132043148616844,"Positive",1
"Positive",0.34051340959425,"Positive",4
"Positive",0.238435398654893,"Positive",3
"Positive",0.37957060675518,"Positive",4
"Positive",0.283499542399719,"Positive",3
"Positive",0.0826046092733414,"Positive",1
"Positive",0.149321744966816,"Positive",2
"Positive",0.159341107617169,"Positive",2
"Positive",0.301038889433754,"Positive",4
"Positive",0.0626541688132051,"Positive",1
"Positive",0.0617669571176748,"Positive",1
"Positive",0.0617669571176748,"Positive",1
"Positive",0.272780332085125,"Positive",3
"Positive",0.150204915588919,"Positive",2
"Positive",0.338624235684967,"Positive",4
"Positive",0.617786631844289,"Positive",4
"Positive",0.239865130766923,"Positive",3
"Positive",0.547426976898827,"Positive",4
"Positive",0.253433739794102,"Positive",3
"Positive",0.170923447101893,"Positive",2
"Positive",0.125342537857926,"Positive",1
"Positive",0.320154988188462,"Positive",4
"Positive",0.196495495349006,"Positive",2
"Positive",0.198561268463817,"Positive",2
"Positive",0.138856651124766,"Positive",1
"Positive",0,"Positive",1
"Positive",0.188633069452635,"Positive",2
"Positive",0.40310775639125,"Positive",4
"Positive",0.21039906965714,"Positive",2
"Positive",0.229245592310343,"Positive",3
"Positive",0.300882802439288,"Positive",4
"Positive",0.287288017834442,"Positive",3
"Positive",0.183619680575154,"Positive",2
"Positive",0.147781462505687,"Positive",2
"Positive",0.182122237368049,"Positive",2
"Positive",0.278642199338174,"Positive",3
"Positive",0.280651371948765,"Positive",3
"Positive",0.224010252874208,"Positive",3
"Positive",0.176788250261045,"Positive",2
"Positive",0.193739684543414,"Positive",2
"Positive",0.133465929262879,"Positive",1
"Positive",0.203760301907198,"Positive",2
"Positive",0.140955224139397,"Positive",1
"Positive",0.184342154158277,"Positive",2
"Positive",0.154110558824926,"Positive",2
"Positive",0.194649962388411,"Positive",2
"Positive",0.425951437081302,"Positive",4
"Positive",0.0890667595390668,"Positive",1
"Positive",0.220848042595724,"Positive",3
"Positive",0.211261367501358,"Positive",2
"Positive",0.427361154537318,"Positive",4
"Positive",0.336727597842484,"Positive",4
"Positive",0.231191574019897,"Positive",3
"Positive",0.203143305564376,"Positive",2
"Positive",0.240078452030626,"Positive",3
"Positive",0.240078452030626,"Positive",3
"Positive",0.164135928323905,"Positive",2
"Positive",0.268872827920504,"Positive",3
"Positive",0.244598159366494,"Positive",3
"Positive",0.124491474394925,"Positive",1
"Positive",0.108477916701727,"Positive",1
"Positive",0.250836651355764,"Positive",3
"Positive",0.196930623099103,"Positive",2
"Positive",0.205227698409415,"Positive",2
"Positive",0.26282226102903,"Positive",3
"Positive",0.12021960235362,"Positive",1
"Positive",0.305880389410993,"Positive",4
"Positive",0.287003338204488,"Positive",3
"Positive",0.186031812641506,"Positive",2
"Positive",0.812832626709251,"Positive",4
"Positive",0.286048039737559,"Positive",3
"Positive",0.607619979979897,"Positive",4
"Positive",0.2119181499544,"Positive",2
"Positive",0.421112089753038,"Positive",4
"Negative",0.287297248499485,"Positive",4
"Positive",0.225034000366502,"Positive",3
"Positive",0.211929038345502,"Positive",2
"Positive",0.158470168725008,"Positive",2
"Positive",0.36143793239789,"Positive",4
"Positive",0.21463428349874,"Positive",2
"Positive",0.209210882054622,"Positive",2
"Positive",0.0485431807005855,"Positive",1
"Positive",0.2775697444521,"Positive",3
"Positive",0.326518844351364,"Positive",4
"Positive",0.3919019398663,"Positive",4
"Positive",0.300568094582619,"Positive",4
"Positive",0.235405402853829,"Positive",3
"Positive",0.420794532597633,"Positive",4
"Positive",0.24357378358385,"Positive",3
"Positive",0.327922265607487,"Positive",4
"Positive",0.410240134101528,"Positive",4
"Positive",0.110758648987729,"Positive",1
"Positive",0.319748996286869,"Positive",4
"Positive",0.597790574072058,"Positive",4
"Positive",0.176115094133784,"Positive",2
"Positive",0.250757576768161,"Positive",3
"Positive",0.275951324406728,"Positive",3
"Positive",0.178072790756517,"Positive",2
"Positive",0.0740011240985311,"Positive",1
"Positive",0.31887326262529,"Positive",4
"Positive",0.380683963279549,"Positive",4
"Positive",0.255391940603967,"Positive",3
"Positive",0.2626961191247,"Positive",3
"Positive",0.193294326848467,"Positive",2
"Positive",0.189182857864691,"Positive",2
"Positive",0.281176375624127,"Positive",3
"Positive",0.146434934935442,"Positive",1
"Positive",0.197153925303409,"Positive",2
"Positive",0.273373135141526,"Positive",3
"Positive",0.0798705769549194,"Positive",1
"Positive",0.124275904580559,"Positive",1
"Positive",0.230758131864298,"Positive",3
"Positive",0.330149921708672,"Positive",4
"Positive",0.185064611768403,"Positive",2
"Positive",0.253691329380607,"Positive",3
"Positive",0.143604359624872,"Positive",1
"Positive",0.106791021116866,"Positive",1
"Positive",0.0958044386401755,"Positive",1
"Positive",0.357699385595383,"Positive",4
"Positive",0.133844151136575,"Positive",1
"Positive",0.191575474847888,"Positive",2
"Positive",0.244679931224102,"Positive",3
"Positive",0.249490769406024,"Positive",3
"Positive",0.303616537491207,"Positive",4
"Positive",0,"Positive",1
"Positive",0.320041955807441,"Positive",4
"Positive",0.551165645760773,"Positive",4
"Positive",0.361248411333126,"Positive",4
"Positive",0.324275460317066,"Positive",4
"Positive",0.264936815792257,"Positive",3
"Positive",0.415325845018556,"Positive",4
"Positive",0.335346811958405,"Positive",4
"Positive",0.341720081807786,"Positive",4
"Positive",0.152470294797162,"Positive",2
"Positive",0.152470294797162,"Positive",2
"Positive",0.747950817298734,"Positive",4
"Positive",0.25365804206391,"Positive",3
"Positive",0.189182182444652,"Positive",2
"Positive",0.268901758236945,"Positive",3
"Positive",0.278531375894272,"Positive",3
"Positive",0.343245519902405,"Positive",4
"Positive",0.478632908612208,"Positive",4
"Positive",0.319633452722325,"Positive",4
"Positive",0.29796788016388,"Positive",4
"Positive",0.393272936585609,"Positive",4
"Positive",0.161982776032746,"Positive",2
"Positive",0.48426501272806,"Positive",4
"Positive",0.0754532277810538,"Positive",1
"Positive",0.167663996990728,"Positive",2
"Positive",0.191965737106162,"Positive",2
"Positive",0.226722525538061,"Positive",3
"Positive",0.295253288153331,"Positive",4
"Positive",0.373040202544847,"Positive",4
"Positive",0.245651579694024,"Positive",3
"Positive",0.15229251526691,"Positive",2
"Positive",0.213839037740513,"Positive",2
"Positive",0.234977465280584,"Positive",3
"Positive",0.0508774992032089,"Positive",1
"Positive",0.259674503064703,"Positive",3
"Positive",0.480399444550594,"Positive",4
"Positive",0.215715252471872,"Positive",2
"Positive",0.200920763610075,"Positive",2
"Positive",0.131697350914042,"Positive",1
"Positive",0.135743231974416,"Positive",1
"Positive",0.0910294499126725,"Positive",1
"Positive",0.192786740862301,"Positive",2
"Positive",0.286969251042486,"Positive",3
"Positive",0.224513552999676,"Positive",3
"Positive",0.11512931935009,"Positive",1
"Positive",0.226907309111736,"Positive",3
"Positive",0.240078452030626,"Positive",3
"Positive",0.240078452030626,"Positive",3
"Positive",0.335413639898861,"Positive",4
"Positive",0.196497468625321,"Positive",2
"Positive",0.240078452030626,"Positive",3
"Positive",0.257810953498548,"Positive",3
"Positive",0.16920985591569,"Positive",2
"Positive",0.12575537963509,"Positive",1
"Positive",0.138441969305961,"Positive",1
"Positive",0.168423472289336,"Positive",2
"Positive",0.12575537963509,"Positive",1
"Positive",0.280006642366761,"Positive",3
"Positive",0.277704394687233,"Positive",3
"Positive",0.42076389259752,"Positive",4
"Positive",0.158884300458226,"Positive",2
"Positive",0.161905189473947,"Positive",2
"Positive",0.113980869654424,"Positive",1
"Positive",0.190409860866238,"Positive",2
"Positive",0.207434113587646,"Positive",2
"Positive",0.3017495805063,"Positive",4
"Positive",0.121265218662944,"Positive",1
"Positive",0.163638041317779,"Positive",2
"Positive",0.240924316601602,"Positive",3
"Positive",0.142981961211953,"Positive",1
"Positive",0.13896136659663,"Positive",1
"Positive",0.217326746978516,"Positive",2
"Positive",0.0977339555628637,"Positive",1
"Positive",0.300213039489283,"Positive",4
"Positive",0.106305454649783,"Positive",1
"Positive",0.162935178241155,"Positive",2
"Positive",0.155544420817139,"Positive",2
"Positive",0.159730207003723,"Positive",2
"Positive",0.215210491527684,"Positive",2
"Positive",0.138992788017731,"Positive",1
"Positive",0.14862588151687,"Positive",2
"Positive",0.183642340804147,"Positive",2
"Positive",0.148716462630535,"Positive",2
"Positive",0.204955056501415,"Positive",2
"Positive",0.176057531489126,"Positive",2
"Positive",0.182017710390892,"Positive",2
"Positive",0.345528226843969,"Positive",4
"Positive",0,"Positive",1
"Positive",0,"Positive",1
"Positive",0.226993597953977,"Positive",3
"Positive",0.112662226961592,"Positive",1
"Positive",0.276759582505942,"Positive",3
"Positive",0.118400595236201,"Positive",1
"Positive",0.107314334107367,"Positive",1
"Positive",0.221514302184373,"Positive",3
"Positive",0.223270236737891,"Positive",3
"Positive",0.156000309442737,"Positive",2
"Positive",0.339348041242489,"Positive",4
"Positive",0.377311060201065,"Positive",4
"Positive",0.185492644974905,"Positive",2
"Positive",0.247574023523054,"Positive",3
"Positive",0.162514644451501,"Positive",2
"Positive",0.381175736992904,"Positive",4
"Positive",0.165470466410249,"Positive",2
"Positive",0.220493285772002,"Positive",3
"Positive",0.162567317887243,"Positive",2
"Positive",0.315312004821263,"Positive",4
"Positive",0.265300544465697,"Positive",3
"Positive",0.317439786260085,"Positive",4
"Positive",0.105634518893475,"Positive",1
"Positive",0.236719757516826,"Positive",3
"Positive",0.138260957252359,"Positive",1
"Positive",0.260791952507583,"Positive",3
"Positive",0.264086297233688,"Positive",3
"Positive",0.264086297233688,"Positive",3
"Positive",0.264086297233688,"Positive",3
"Positive",0.264086297233688,"Positive",3
"Positive",0.301970430572308,"Positive",4
"Positive",0.300116342105079,"Positive",4
"Positive",0.188689041093699,"Positive",2
"Positive",0.147265540703756,"Positive",2
"Positive",0.132043148616844,"Positive",1
"Positive",0.510708676829054,"Positive",4
"Positive",0.401416311147794,"Positive",4
"Positive",0.267367941768036,"Positive",3
"Positive",0.0945753629084249,"Positive",1
"Positive",0.290734710614946,"Positive",4
"Positive",0.175316249020908,"Positive",2
"Positive",0.0884413852871982,"Positive",1
"Positive",0.224324708386474,"Positive",3
"Positive",0.246282499997702,"Positive",3
"Positive",0.289690962016016,"Positive",4
"Positive",0.381895016752773,"Positive",4
"Negative",0.407885790550979,"Positive",4
"Positive",0.39366398939581,"Positive",4
"Positive",0.313807309338734,"Positive",4
"Positive",0.294101512873048,"Positive",4
"Positive",0.327210944385749,"Positive",4
"Positive",0.396602009690275,"Positive",4
"Positive",0.361569021544446,"Positive",4
